,Style,amount,colorway/10,colorway/4,colorway/5,colorway/6,colorway/7,colorway/8,colorway/9,content,item,location,ref
7,L1TA-104-18_ANWEN_04-12-17_SHELL.csv.csv,,,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,x,,100% polyester,printed satin,hood,solis/ pr258 womens print
8,L1TA-104-18_ANWEN_04-12-17_SHELL.csv.csv,,,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,x,,100% polyester,printed satin,center back ,solis/ pr258 womens print
9,L1TA-104-18_ANWEN_04-12-17_SHELL.csv.csv,,,x,x,x,x,solis/ pr258 solid black satin,,100% polyester,solid satin,hood,solis/ pr258 solid black satin
10,L1TA-104-18_ANWEN_04-12-17_SHELL.csv.csv,,,x,x,x,x,solis/ pr258 solid black satin,,100% polyester,solid satin,center back ,solis/ pr258 solid black satin
11,L1TA-104-18_ANWEN_04-12-17_SHELL.csv.csv,,,black,black,black,black,black,,100% polyester,solid satin,main body,solis/ pr258 solid black satin
12,L1TA-104-18_ANWEN_04-12-17_SHELL.csv.csv,,,black,black,black,black,black,,100% nylon,solid 210t ,sleeves,solis/ sonp006-1 
13,L1TA-104-18_ANWEN_04-12-17_SHELL.csv.csv,,,black,black,black,black,black,,100% nylon,solid 210t ,secondary pocket bags,solis/ sonp006-1 
14,L1TA-104-18_ANWEN_04-12-17_SHELL.csv.csv,,,black,black,black,black,black,,100% polyester,solid coated 210t,lower body & powder skirt,solis / sonp006-pu03
15,L1TA-104-18_ANWEN_04-12-17_SHELL.csv.csv,,,black,black,black,black,black,,100% polyester,brushed tricot,hand pocket bags,supplier / ref code
16,L1TA-104-18_ANWEN_04-12-17_SHELL.csv.csv,,,black,black,black,black,black,,100% polyester,brushed tricot,chin guard,supplier / ref code
17,L1TA-104-18_ANWEN_04-12-17_SHELL.csv.csv,,,black,black,black,black,black,,100% polyester,regular mesh,underarm vents,1606b02 (als-16038)
18,L1TA-104-18_ANWEN_04-12-17_SHELL.csv.csv,,,black,black,black,black,black,,100% polyester,regular mesh ,goggle pocket,1606b02 (als-16038)
19,L1TA-104-18_ANWEN_04-12-17_SHELL.csv.csv,,,black,black,black,black,black,,content,stretch lycra,sleeve gaiters,supplier / ref code
0,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,#5 coil,fly ,ykk dalh // 1-way locking
1,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,#3 coil,leg pocket,non ykk dadr12 fashion drop  // 1-way locking
2,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,#5 coil,hem,non ykk dadhr diecast wire // 1-way locking
3,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,l1 branded trims,slider ref number
4,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,matte black,none,none,none,none,none,,17mm donut post shank,cf fly,supplier / l1-2016-trim-005
5,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,2,,matte black,none,none,none,none,none,,10mm square rivet,"front right hand pocket, back left hand pocket",l1-2016-trim-004
6,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,3,,matte black,none,none,none,none,none,,10mm denim rivet ,front pocket edges,14-l1sp-089
7,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,black,none,none,none,none,none,,l1 small faux suede patch,back left knee,l1-2017-trim-106
8,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,dtm shell,none,none,none,none,none,,l1 embroidery large,front left hem,factory sorced // l1-2016-trim-027
9,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,other trims,slider ref number
10,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1 + 2 clear plastic tips,,black waxed / clear tips,none,none,none,none,none,,"3/8"" flat waxed shoe lace with clear plastic tips",waist drawcord,supplier / ref number
11,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,black,none,none,none,none,none,,key clip,leg pocket,j&k // hk-001
12,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,webbing & elastic,supplier/ ref number
13,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,black,none,none,none,none,none,,"1/4"" flat x 1 3/4"" loop",keyclip loop leg pocket,none
14,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,spi,thread,supplier/ ref number
15,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,regular thread,,matching,we have had ripping problems in the past,none,none,none,none,,12 spi (special allowance to avoid seam slip on shell  fabric),"shell seams 1/4"" allowance ",# 604 tseu
16,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,regular thread,,matching,none,none,none,none,none,,8-10 spi,seams,# 604 tseu
17,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,heavy weight topstitch thread,,matching,none,none,none,none,none,,8-10 spi,denim weight topstitch,#606 tseu
18,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,regular thread,,matching,none,none,none,none,none,,none,bartacks,# 604 tseu
19,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,l1 marketing,supplier/ ref number
20,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,l1 pant hang tag,none,none,none,none,none,,l1 pant hang tag,front left belt loop,supplier //
21,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,l1 pant fit hang tag  // skinny fit,none,none,none,none,none,,l1 pant fit hang tag ,front left belt loop behind l1 pant hang tag,supplier // skinny fit
22,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,l1 wmns pant size label,none,none,none,none,none,,l1 wmns pant size label,center back waist band facing,l1 wmns pant size label
23,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,skinny fit // 10k/10k // critically taped,none,none,none,none,none,,l1 wmns main label,lining front right,skinny fit // 10k/10k // critically taped
24,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,address label,none,none,none,none,none,,address label,lining left side seam,sew as loop
25,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,content label,none,none,none,none,none,,content label,lining left side seam,sew as loop
26,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,address label,none,none,none,none,none,,address label,lining left side seam,sew as loop
27,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv.csv,1,,clear zip tie,none,none,none,none,none,,clear zip tie,front left belt loop to attach hang tags,supplier //
0,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,#5 coil ,fly ,ykk dalh // 1-way locking
1,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,#5 coil ,hand pockets,non ykk dadhr diecast wire // 1-way locking
2,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,#5 coil ,right cargo pocket,non ykk dadhr diecast wire // 1-way locking
3,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,#5 coil ,"""balls out"" venting","non ykk dadhr diecast wire // 2 sliders on closed ends tape, zip down each side to close (locking)"
4,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,#5 coil ,hem,non ykk dadhr diecast wire // 1-way locking
5,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,zipper pulls,supplier/ ref number
6,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1 per side = 2,,shell fabric matching,none,none,none,none,none,, self fabric pull,hand pockets,factory made // 11nt-045 
7,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,shell fabric matching,none,none,none,none,none,, self fabric pull,right cargo pocket,factory made // 11nt-045 
8,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1 per side = 2,,shell fabric matching,none,none,none,none,none,, self fabric pull,"""balls out"" venting",factory made // 11nt-045 
9,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,l1 branded trims,supplier/ ref number
10,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,8,,none,none,none,none,none,none,,snap with faux leather backing,"waist closure, pocket flaps",supplier /l1-2016-trim-002
11,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,none,none,none,none,none,none,,faux leather wrap,right cargo pocket flap,l1-2016-trim-013
12,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,none,none,none,none,none,none,,small faux suede  patch,back left knee,l1-2017-trim-106
13,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,none,none,none,none,none,none,,l1 embroidery large,front left hem,l1-2016-trim-027
14,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,colorway 1,,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,0,,#5 coil ,snaps,supplier/ ref number
15,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1 per side = 2,,psudo anti silver/ black cap,none,none,none,none,none,,24l metal snap,"""snap away hem"" back leg hem",none
16,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,3,,none,none,none,none,none,none,,24l metal snap,"""jacket to pant connection"" back 3 belt loops",none
17,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,other trims,supplier/ ref number
18,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,black,none,none,none,none,none,,key clip,right hand pocket,j&k // hk-001
19,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1 per side = 2,,psudo anti silver,none,none,none,none,none,,metal boot hook,front of leg gaiter,supplier / ref number
20,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,webbing & elastic,supplier/ ref number
21,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,black,none,none,none,none,none,,"1/4"" flat x 1 3/4"" loop",keyclip loop right hand pocket,none
22,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,"1"" tab",boot hook reinforcement,none
23,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,"1"" tab","""snap away hem"" reinforcement",none
24,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,23mm non logo gripper elastic, leg gaiter elastic,none
25,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,"1"" x 3 1/2"" black elastic loop","""fast stash"" glove holder // right cargo pocket",none
26,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,velcro,supplier/ ref number
27,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,dtm,none,none,none,none,none,,"1"" x 1 3/8""",waist band closure,none
28,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1 per side = 2,,dtm,none,none,none,none,none,,"1/2"" x 1 1/2""",cargo pocket flaps,none
29,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,spi,thread,supplier/ ref number
30,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,regular thread,,matching,none,none,none,none,none,,none,seams,tseu
31,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,topstitch thread,,matching,none,none,none,none,none,,none,topstitch,tseu
32,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,heavy weight topstitch thread,,matching,none,none,none,none,none,,none,heavy weight topstitch,tseu
33,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,regular thread,,matching,none,none,none,none,none,,none,bartacks,tseu
34,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,l1 marketing,supplier/ ref number
35,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,l1 pant hang tag,none,none,none,none,none,,l1 pant hang tag,front left belt loop,supplier // 
36,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,l1 pant fit hang tag  // regular fit,none,none,none,none,none,,l1 pant fit hang tag ,front left belt loop behind main hang tag,supplier // regular fit
37,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,l1 pant size label,none,none,none,none,none,,l1 pant size label,center back waist band facing,l1 pant size label
38,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,regular fit // 10k/10k // fully taped ,none,none,none,none,none,,l1 main label,lining front right,regular fit // 10k/10k // fully taped 
39,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,address label,none,none,none,none,none,,address label,lining left side seam,sew as loop
40,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,content label,none,none,none,none,none,,content label,lining left side seam,sew as loop
41,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,address label,none,none,none,none,none,,address label,lining left side seam,sew as loop
42,L1-204-17_REGULAR_FIT_CARGO_PANT_TRIMS.csv.csv,1,,clear zip tie,none,none,none,none,none,,clear zip tie,front left belt loop to attach hang tags,supplier // 
0,L1-105-18_AFTERSHOCK_4-07-17_SHELL.csv.csv,,,silt,walnut,black,,,,none,micro ripstop,a,solis / sotl120-pu01 micro rip 2l dot lam 10k/10k / c6 + dwr
1,L1-105-18_AFTERSHOCK_4-07-17_SHELL.csv.csv,,,silt,walnut,black,,,,content,insulation,location ,supplier/ reference number
2,L1-105-18_AFTERSHOCK_4-07-17_SHELL.csv.csv,,,pinneco core 150g,pinneco core 150g,pinneco core 150g,,,,100% polyester,polyfill insulation ,all over,pinneco core 150g
3,L1-105-18_AFTERSHOCK_4-07-17_SHELL.csv.csv,,,silt,walnut,black,,,,content,seam tape,location ,supplier/ reference number
4,L1-105-18_AFTERSHOCK_4-07-17_SHELL.csv.csv,,,critically seam taped,critically seam taped,critically seam taped,,,,none,seam tape,critically seam taped,tsgs 
5,L1-105-18_AFTERSHOCK_4-07-17_SHELL.csv.csv,,,silt,walnut,black,,,,content,lining,location ,supplier/ reference number
6,L1-105-18_AFTERSHOCK_4-07-17_SHELL.csv.csv,,,black,black,black,,,,100% nylon,solid 210t ,hood,solis / sonp006-1
7,L1-105-18_AFTERSHOCK_4-07-17_SHELL.csv.csv,,,black,black,black,,,,100% nylon,solid 210t ,main body,solis / sonp006-1
8,L1-105-18_AFTERSHOCK_4-07-17_SHELL.csv.csv,,,black,black,black,,,,100% nylon,solid 210t ,sleeves,solis / sonp006-1
9,L1-105-18_AFTERSHOCK_4-07-17_SHELL.csv.csv,,,black,black,black,,,,100% nylon,solid 210t ,chest pocket bag,solis / sonp006-1
10,L1-105-18_AFTERSHOCK_4-07-17_SHELL.csv.csv,,,black,black,black,,,,100% nylon,solid coated 210t,lower body & powder skirt,solis / sonp006-pu03
11,L1-105-18_AFTERSHOCK_4-07-17_SHELL.csv.csv,,,black,black,black,,,,100% polyester,brushed tricot,hand pocket bags,solis / brushed tricot
12,L1-105-18_AFTERSHOCK_4-07-17_SHELL.csv.csv,,,black,black,black,,,,100% polyester,brushed tricot,chin guard,solis / brushed tricot
13,L1-105-18_AFTERSHOCK_4-07-17_SHELL.csv.csv,,,black,black,black,,,,none,stretch lycra,sleeve gaiters,supplier / ref code
0,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,miltary,walnut,port,black,,,none,micro herringbone,a,lucky / ltc3170017-r5-h311 micro hb 
1,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,miltary,walnut,port,black,,,none,oxford,b,"solis / oxford l2-581, 10k/10k, c6+dwr"
2,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,military,walnut,port,black,,,content,insulation,location ,supplier/ reference number
3,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,pinneco mantle 40g,pinneco mantle 40g,pinneco mantle 40g,pinneco mantle 40g,,,100% polyester,polyfill insulation ,all over,pinneco mantle 40g
4,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,military,walnut,port,black,,,content,seam tape,location ,supplier/ reference number
5,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,critically taped,critically taped,critically taped,critically taped,,,none,seam tape,critically taped,tsgs 
6,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,military,walnut,port,black,,,content,lining,location ,supplier/ reference number
7,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,,,100% polyester,printed satin,hood,solis/ pr258 womens print
8,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,,,100% polyester,printed satin,main body,solis/ pr258 womens print
9,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,black,black,black,black,,,100% nylon,solid 210t ,sleeves,solis/ sonp006-1 
10,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,black,black,black,black,,,100% nylon,solid 210t ,secondary pocket bags,solis/ sonp006-1 
11,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,black,black,black,black,,,100% nylon,solid coated 210t,lower body & powder skirt,solis/ sonp006-pu03
12,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,brushed tricot,side entry hand pocket bags,supplier / ref code
13,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,brushed tricot,chin guard,supplier / ref code
14,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,power stretch mesh ,underarm vents,supplier / ref code
15,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,power stretch mesh ,goggle pocket,supplier / ref code
16,L1TA-101-18_EMMA_04-05-17_SHELL.csv.csv,,,black,black,black,black,,,content,stretch lycra,sleeve gaiters,supplier / ref code
0,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,military,ink,walnut,black,,,none,ottoman,a,solis / sotp080-2l32-i ottoman / 10k/10k dot lam / c6 + dwr
1,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,military,ink,walnut,black,,,content,insulation,location ,supplier/ reference number
2,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,pinneco core 60g,pinneco core 60g,pinneco core 60g,pinneco core 60g,,,100% polyester,polyfill insulation ,all over,pinneco core 60g
3,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,military,ink,walnut,black,,,content,seam tape,location ,supplier/ reference number
4,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,critically seam taped,critically seam taped,critically seam taped,critically seam taped,,,none,seam tape,critically seam taped,tsgs 
5,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,military,ink,walnut,black,,,content,lining,location ,supplier/ reference number
6,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,blanket lining,blanket lining,blanket lining,blanket lining,,,none,blanket lining,hood,solis / soty066-d blanket lining / brush / no dwr
7,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,blanket lining,blanket lining,blanket lining,blanket lining,,,none,blanket lining,main body,solis / soty066-d blanket lining / brush / no dwr
8,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,blanket lining,blanket lining,blanket lining,blanket lining,,,none,blanket lining,hand pocket bags,solis / soty066-d blanket lining / brush / no dwr
9,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,black,black,black,black,,,100% nylon,solid 210t ,sleeves,solis / sonp006-1
10,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,black,black,black,black,,,100% nylon,solid 210t ,chest pocket bag,solis / sonp006-1
11,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,black,black,black,black,,,100% nylon,solid coated 210t,lower body & powder skirt,solis / sonp006-pu03
12,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,brushed tricot,chin guard,solis / brushed tricot
13,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,regular mesh ,goggle pocket,supplier / 1606b02
14,L1-107-18_WILCOX_4-7-17_SHELL.csv.csv,,,black,black,black,black,,,content,stretch lycra,sleeve gaiters,supplier / ref code
0,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,silder/pull color: matte black/ tape color: black,none,none,none,none,none,,#5 coil ,fly ,ykk dalh // 1-way locking
1,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1 per side = 2,,silder/pull color: matte black/ tape color: black,none,none,none,none,none,,#5 coil ,hand pockets,non ykk dadhr diecast wire // 1-way locking
2,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,silder/pull color: dtm shell / tape color: dtm shell,none,none,none,none,none,,#5 matte water resistant,right leg pocket,non ykk dadhr diecast wire // 1-way locking
3,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,silder/pull color: matte black/ tape color: black,none,none,none,none,none,,#5 coil ,right back pocket ,non ykk dadhr diecast wire // 1-way locking
4,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,silder/pull color: dtm shell / tape color: dtm shell,none,none,none,none,none,,#5 matte water resistant,left back pocket,non ykk dadhr diecast wire // 1-way locking
5,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,silder/pull color: matte black/ tape color: black,none,none,none,none,none,,#5 coil ,"""balls out"" venting","non ykk dadhr diecast wire // 2 sliders on closed ends tape, zip down each side to close (locking)"
6,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1 per side = 2,,silder/pull color: matte black/ tape color: black,none,none,none,none,none,,#5 coil ,hem,non ykk dadhr diecast wire // 1-way locking
7,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,zipper pulls,supplier/ ref number
8,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1 per side = 2,,shell fabric matching,none,none,none,none,none,, self fabric pull,hand pockets,factory made // 11nt-045 
9,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1 per side = 2,,shell fabric matching,none,none,none,none,none,, self fabric pull,"""balls out"" venting",factory made // 11nt-045 
10,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,shell fabric matching,none,none,none,none,none,, self fabric pull,back right pocket,factory made // 11nt-045 
11,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,l1 branded trims,supplier/ ref number
12,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,2,,psudo anti silver,none,none,none,none,none,,l1 17mm metal snap ,waist closure ,supplier / l1-2016-trim-001
13,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,psudo anti silver,none,none,none,none,none,,l1 17mm metal snap ,back right pocket flap,supplier / l1-2016-trim-001
14,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,black,none,none,none,none,none,,l1 suede bar patch,back right pocket bag,l1-2017-trim-000
15,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,dtm shell,none,none,none,none,none,,l1 embroidery large,front left hem,factory sourced // l1-2016-trim-027 
16,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,colorway 1,,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,0,,#5 coil ,snaps,supplier/ ref number
17,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1 per side = 2,,psudo anti silver,none,none,none,none,none,,24l metal snap,"""finger snap hem adjust"" back leg hem",none
18,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,3,,psudo anti silver,none,none,none,none,none,,24l metal snap,"""jacket to pant connection"" back 3 belt loops",none
19,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,other trims,supplier/ ref number
20,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,black,none,none,none,none,none,,key clip,right hand pocket,j&k // hk-001
21,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1 per side = 2,,psudo anti silver,none,none,none,none,none,,metal boot hook,front of leg gaiter,supplier / ref number
22,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,webbing & elastic,supplier/ ref number
23,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,black,none,none,none,none,none,,"1/4"" flat x 1 3/4"" loop",keyclip loop right hand pocket,none
24,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,"1"" tab",boot hook reinforcement,none
25,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,"1"" tab","""finger snap hem adjust"" reniforcement",none
26,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,spi,thread,supplier/ ref number
27,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,regular thread,,matching,none,none,none,none,none,,none,seams,tseu
