,brand,style,fabric,trims,item,description,position,qty,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,outer,inner
9,airblaster,AB19MJ1_084-170408,1,0,pellon,lightweight interfacing (item# tbd),"inner storm flap, powder skirt closure flaps",none,white,white,white,white,,,,,1,0
10,airblaster,AB19MJ1_084-170408,1,0,pellon,heavyweight interfacing (item# tbd),hood brim,none,white,white,white,white,,,,,1,0
11,airblaster,AB19MJ1_084-170408,0,1,zipper,"ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert)",cf,1,tbd,tbd,tbd,tbd,,,,,1,0
12,airblaster,AB19MJ1_084-170408,0,1,zipper,ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down),( 2) hand pockets,2,tbd,tbd,tbd,tbd,,,,,1,0
13,airblaster,AB19MJ1_084-170408,0,1,zipper,"ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down)", vents,2,tbd,tbd,tbd,tbd,,,,,1,0
14,airblaster,AB19MJ1_084-170408,0,1,zipper,"ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up)",(1) napolean pocket,1,tbd,tbd,tbd,tbd,,,,,1,0
15,airblaster,AB19MJ1_084-170408,0,1,zipper pull,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),"cf, (2) hand pockets, (1) napoleon pocket, (2) vents",6,tbd,tbd,tbd,tbd,,,,,1,0
16,airblaster,AB19MJ1_084-170408,0,1,velcro,hook and loop; w: 1.6 cm x h: 5cm,(4)storm flap,4,tbd,tbd,tbd,tbd,,,,,1,0
17,airblaster,AB19MJ1_084-170408,0,1,stoppers,barrel stopper k-018,2) hood,2,tbd,tbd,tbd,tbd,,,,,1,0
18,airblaster,AB19MJ1_084-170408,0,1,webbing,"flat webbing tape, 8mm", key clip attachment at inside wearer's right pocket,1,black,black,black,black,,,,,1,0
19,airblaster,AB19MJ1_084-170408,0,1,webbing,flat webbing tape 8mm width, (2)stopper attachments loops at bottom hem,2,tbd,tbd,tbd,tbd,,,,,1,0
20,airblaster,AB19MJ1_084-170408,0,1,hardware,"metal eyelets, 12mm (incl. washers)",(4) at hood opening,4,tbd,tbd,tbd,tbd,,,,,1,0
21,airblaster,AB19MJ1_084-170408,0,1,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)"," (6)c.f., (2) pockets, (1) snap tabs at inside bottom hem,  (2) at powder skirt, (2) cuff tab, (1) back vent",14,tbd,tbd,tbd,tbd,,,,,1,0
22,airblaster,AB19MJ1_084-170408,0,1,hardware,male snap only (incl. washers),"(2) powder skirt, (4)cuffs",6,tbd,tbd,tbd,tbd,,,,,1,0
23,airblaster,AB19MJ1_084-170408,0,1,drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,hood,1,tbd,tbd,tbd,tbd,,,,,1,0
24,airblaster,AB19MJ1_084-170408,0,1,key clip,plastic key clip attched with webbing loop,inside wearers right pocket.,1,black,black,black,black,,,,,1,0
25,airblaster,AB19MJ1_084-170408,0,1,main label,tbd,"inside c.b. neck, see q/a for placement",1,tbd,tbd,tbd,tbd,,,,,1,0
26,airblaster,AB19MJ1_084-170408,0,1,size label,abwv_69v vietnam size label,sewn in and centered below abwv_111,1,tbd,tbd,tbd,tbd,,,,,1,0
27,airblaster,AB19MJ1_084-170408,0,1,w/c label,satin label with print,"wearer's left side seam, 10 cm up from bottom edge",1,black,black,black,black,,,,,1,0
28,airblaster,AB19MJ1_084-170408,0,1,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back neck seam,1,tbd,tbd,tbd,tbd,,,,,1,0
29,airblaster,AB19MJ1_084-170408,0,1,branding,tbd,tbd,1,tbd,tbd,tbd,tbd,,,,,1,0
30,airblaster,AB19MJ1_084-170408,0,1,branding,tbd,tbd,1,tbd,tbd,tbd,tbd,,,,,1,0
31,airblaster,AB19MJ1_084-170408,0,1,hangtag,tbd,tbd,1,tbd,tbd,tbd,tbd,,,,,1,0
32,airblaster,AB19MJ1_084-170408,0,1,hangtag,tbd,tbd,1,tbd,tbd,tbd,tbd,,,,,1,0
33,airblaster,AB19MJ1_084-170408,0,1,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,clear,clear,clear,clear,,,,,1,0
34,airblaster,AB19MJ1_084-170408,0,1,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,tbd,tbd,tbd,tbd,,,,,1,0
35,airblaster,AB19MJ1_084-170408,0,1,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,tbd,tbd,tbd,tbd,,,,,1,0
0,airblaster,AB18MP2_092,1,0,shell fabric,sotp069-c1-h 100% polyester 15k/10k+2-layer +breathable coating+dwr (supplied by solis),"main body, waistband, back waist self fabric patch",none,black,camel,navy,willow,,,,,1,0
1,airblaster,AB18MP2_092,1,0,shell fabric,sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis),"knee panel, butt panels, back pockets",none,vintage black,khaki,dark navy,black,,,,,1,0
2,airblaster,AB18MP2_092,1,0,lining,210t-e emb07 terry emboss taffeta (supplied by ecoya),"inside lining, lower leg gaiters, back of front hand pocket ",none,black,black,black,black,,,,,1,0
3,airblaster,AB18MP2_092,1,0,lining, velvety tricot - soto048-1 (supplied by solis),"inside waistband, inner front pockets, inside fly panel",none,black,black,black,black,,,,,1,0
4,airblaster,AB18MP2_092,1,0,other ,100% poly mesh - sotc025-1 (supplied by solis),vents,none,black,black,black,black,,,,,1,0
5,airblaster,AB18MP2_092,1,0,other ,nylon/elastic lycra - sono029-1 (supplied by solis),lower leg gators,none,black,black,black,black,,,,,1,0
6,airblaster,AB18MP2_092,0,1,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh ",(1) fly,1,vintage black 580,khahi 886,dark navy391,black,,,,,1,0
7,airblaster,AB18MP2_092,0,1,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close down)", (2) hand pockets ,2,vintage black 580,khahi 886,dark navy391,black,,,,,1,0
8,airblaster,AB18MP2_092,0,1,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close to outseam)",(1) back pockets,none,vintage black 580,khahi 886,dark navy391,black,,,,,1,0
9,airblaster,AB18MP2_092,0,1,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh (close down)",(2) lower leg bang zips,2,vintage black 580,khahi 886,dark navy391,black,,,,,1,0
10,airblaster,AB18MP2_092,0,1,zipper,"ykk no.5 nylon coil zippers,1-way hidden chain, auto-lock slider da8lh1 (zippers close down)",(2) inseam vents,2,vintage black 580,khahi 886,dark navy391,black,,,,,1,0
11,airblaster,AB18MP2_092,0,1,zipper pull,utility cord zipper pullers with tied end - abzp_01,"(2) vents ,(2)  hand pockets, (1) back pockets",5,black,black,black,black,,,,,1,0
12,airblaster,AB18MP2_092,0,1,hardware,"snap buttons absnp_01 (sets), 17 mm (incl. washers)","(1) fly opening,  ",1,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,1,0
13,airblaster,AB18MP2_092,0,1,hardware,12mm metal eyelet  (incl. washers),"(2)waistband, (1) left belt loop",3,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,1,0
14,airblaster,AB18MP2_092,0,1,hardware,metal lace hooks ,inside gators at c.f ,2,black oxidized,black oxidized,black oxidized,black oxidized,,,,,1,0
15,airblaster,AB18MP2_092,0,1,key clip,plastic key clip attched with webbing loop,inside w. right pocket,1,black,black,black,black,,,,,1,0
16,airblaster,AB18MP2_092,0,1,webbing,8 mm  width webbing,key clip attachment ,1,black,black,black,black,,,,,1,0
17,airblaster,AB18MP2_092,0,1,drawcord,polyester flat lace drawcord with metal sealed ends.  w:1 cm,waistband,1,black,black,black,black,,,,,1,0
18,airblaster,AB18MP2_092,0,1,elastic,gripper elastic,at inside lower leg gators,1,black,black,black,black,,,,,1,0
19,airblaster,AB18MP2_092,0,1,main label,abwv_67 freedom main label,"inside c.b. waist, see q/a for reference",1,olive/black,olive/black,olive/black,olive/black,,,,,1,0
20,airblaster,AB18MP2_092,0,1,size label,abwv_69v vietnam size label,sewn in and centered below abwv_110,1,olive/black,olive/black,olive/black,olive/black,,,,,1,0
21,airblaster,AB18MP2_092,0,1,w/c label,wash and care,"inside wearers left side seam, 8 cm down from waistband seam",1,black,black,black,black,,,,,1,0
22,airblaster,AB18MP2_092,0,1,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back waist seam,1,olive/black,olive/black,olive/black,olive/black,,,,,1,0
23,airblaster,AB18MP2_092,0,1,branding,abem_122 block text embroidery,"right back butt patch, see placement page for detail",1,vintage black 70021,black,dark navy 30055,black,,,,,1,0
24,airblaster,AB18MP2_092,0,1,branding,abwv_110 monder athlete woven label,centered 3cm below abwv_67,1,black/off white/ olive,black/off white/ olive,black/off white/ olive,black/off white/ olive,,,,,1,0
25,airblaster,AB18MP2_092,0,1,hangtag,tbd,at cf zipper - order of hangtags is tbd,1,tbd,tbd,tbd,tbd,,,,,1,0
26,airblaster,AB18MP2_092,0,1,hangtag,tbd,at cf zipper - order of hangtags is tbd,1,tbd,tbd,tbd,tbd,,,,,1,0
27,airblaster,AB18MP2_092,0,1,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,black,black,black,black,,,,,1,0
28,airblaster,AB18MP2_092,0,1,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,white,white,white,white,,,,,1,0
29,airblaster,AB18MP2_092,0,1,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,white,white,white,white,,,,,1,0
0,airblaster,AB19MJ1_032_ BOM-170408,1,0,shell fabric,sotp069-c1-h 100% polyester 15k/10k dwr+breathable coating (supplied by solis),"main body, hood, sleeves",none,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
1,airblaster,AB19MJ1_032_ BOM-170408,1,0,lining,210t-e emb07 tery emboss  taffeta(supplied by ecoya),"inside lining, powder skirt, pocket bag",none,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
2,airblaster,AB19MJ1_032_ BOM-170408,1,0,other , velvety tricot - soto048-1 (supplied by solis),"comfort chin guard, inner front pocket bag panel",none,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
3,airblaster,AB19MJ1_032_ BOM-170408,1,0,other,100% poly mesh - sotc025-1 (supplied by solis),"vents, internal goggle pocket",none,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
4,airblaster,AB19MJ1_032_ BOM-170408,1,0,other,nylon/elastic lycra - sono029-1 (supplied by solis),powder skirt,none,black,black,black,black,black,black,black,black,1,0
5,airblaster,AB19MJ1_032_ BOM-170408,0,1,other,"1x1 rib knit,good quality arcylic/spandex",cuffs,none,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
6,airblaster,AB19MJ1_032_ BOM-170408,0,1,other,lycra binding tape,internal mesh pocket opening,none,black,black,black,black,black,black,black,black,1,0
7,airblaster,AB19MJ1_032_ BOM-170408,0,1,other,gripper elastic,powder skirt,none,black,black,black,black,black,black,black,black,1,0
8,airblaster,AB19MJ1_032_ BOM-170408,1,0,pellon,lightweight interfacing (item# tbd),"inner storm flap, powder skirt closure flaps",none,white,white,white,white,white,white,white,white,1,0
9,airblaster,AB19MJ1_032_ BOM-170408,1,0,pellon,heavyweight interfacing (item# tbd),hood brim,none,white,white,white,white,white,white,white,white,1,0
10,airblaster,AB19MJ1_032_ BOM-170408,0,1,zipper,"ykk no.5 vislon 2 way  zipper.  auto-lock slider da8lh, silders bottom to bottom   (right hand pull left hand insert)",c.f.,1,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
11,airblaster,AB19MJ1_032_ BOM-170408,0,1,zipper,ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down),( 2) hand pockets,2,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
12,airblaster,AB19MJ1_032_ BOM-170408,0,1,zipper,"ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down)", vents,2,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
13,airblaster,AB19MJ1_032_ BOM-170408,0,1,zipper,"ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up)",1 internal pocket at w.'s inside left,1,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
14,airblaster,AB19MJ1_032_ BOM-170408,0,1,zipper pull,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),"(2) pockets, (1) c.f. (2) vents,  (1) inside pocket",6,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
15,airblaster,AB19MJ1_032_ BOM-170408,0,1,stoppers,round barrel stopper - k-018 , (2) hood,2,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
16,airblaster,AB19MJ1_032_ BOM-170408,0,1,stoppers,k343-2n push stoppers,(2) bottom hem,2,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
17,airblaster,AB19MJ1_032_ BOM-170408,0,1,hand pulls,plastic hand pulls zp11 , (2) bottom hem,2,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
18,airblaster,AB19MJ1_032_ BOM-170408,0,1,webbing,"flat webbing tape, 8mm", key clip attachment at inside wearer's right pocket,1,black,black,black,black,black,black,black,black,1,0
19,airblaster,AB19MJ1_032_ BOM-170408,0,1,webbing,flat webbing tape 8mm width, (2)stopper attachments loops at bottom hem,2,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
20,airblaster,AB19MJ1_032_ BOM-170408,0,1,hardware,"metal eyelets, 12mm (incl. washers)","(4) at hood opening,  (4) inside bottom hem",8,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
21,airblaster,AB19MJ1_032_ BOM-170408,0,1,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)","(1) snap tabs at inside bottom hem,  (2) at powder skirt (2) pocket flaps",5,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
22,airblaster,AB19MJ1_032_ BOM-170408,0,1,hardware,male snap only (incl. washers),(2) powder skirt,2,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
23,airblaster,AB19MJ1_032_ BOM-170408,0,1, drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,hood opening,1,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
24,airblaster,AB19MJ1_032_ BOM-170408,0,1,elastic drawcord, 2.5 mm elastic cord,bottom hem adjustment,1,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
25,airblaster,AB19MJ1_032_ BOM-170408,0,1,key clip,plastic key clip attched with webbing loop,inside wearers right pocket.,1,black,black,black,black,black,black,black,black,1,0
26,airblaster,AB19MJ1_032_ BOM-170408,0,1,main label,tbd,"inside c.b. neck, see q/a for placement",1,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
27,airblaster,AB19MJ1_032_ BOM-170408,0,1,size label,abwv_69v vietnam size label,sewn in and centered below main label,1,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,1,0
28,airblaster,AB19MJ1_032_ BOM-170408,0,1,w/c label,satin label with print,"wearer's left side seam, 10 cm up from bottom edge",1,black,black,black,black,black,black,black,black,1,0
29,airblaster,AB19MJ1_032_ BOM-170408,0,1,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back neck seam,1,tbd,tbd,tbd,tbd,,,,,1,0
30,airblaster,AB19MJ1_032_ BOM-170408,0,1,flag  label,ablt_01 flag label (pill logo side),right vent 2cm from bottom of vent,1,tbd,tbd,tbd,tbd,,,,,1,0
31,airblaster,AB19MJ1_032_ BOM-170408,0,1,branding,tbd,tbd,1,tbd,tbd,tbd,tbd,,,,,1,0
32,airblaster,AB19MJ1_032_ BOM-170408,0,1,branding,tbd,tbd,1,tbd,tbd,tbd,tbd,,,,,1,0
33,airblaster,AB19MJ1_032_ BOM-170408,0,1,hangtag,tbd,tbd,1,tbd,tbd,tbd,tbd,,,,,1,0
34,airblaster,AB19MJ1_032_ BOM-170408,0,1,hangtag,tbd,tbd,1,tbd,tbd,tbd,tbd,,,,,1,0
35,airblaster,AB19MJ1_032_ BOM-170408,0,1,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,clear,clear,clear,clear,,,,,1,0
36,airblaster,AB19MJ1_032_ BOM-170408,0,1,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,tbd,tbd,tbd,tbd,,,,,1,0
37,airblaster,AB19MJ1_032_ BOM-170408,0,1,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,tbd,tbd,tbd,tbd,,,,,1,0
