index,brand,style,non material rows,item,description,spec,width:,weight:,position,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,supplier,ref,qty,price/unit,unit,material_garment,cutting_materials,fabric,rib,insulation,interfacing,down,zipper,binding,seam tape,webbing,cord,screen print,embroidery,heat transfer,patch,label,thread,velcro,button,ring,buckle,stopper,puller,snap,hook,eyelet,packing,bag,box,desiccant,hangtag,tape,upc,papper,sticker,swift tack,outer,inner
84,scott usa,m defined plus jkt,,dp-634,,,,,direct print (matte quality),lunar blue,19-4024 dress blues,18-1449 ketchup,19-4110 nightfall blue,iron grey,,,,factory,,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
85,scott usa,m defined plus jkt,,sb-dp-804,,,,,direct print (matte quality),marine blue,marine blue,royal red,nightfall blue,irong rey,,,,factory,,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
86,scott usa,m defined plus jkt,,durawelt overlays,,,,,"1/4"" durawelt overlays",lunar blue,lunar blue,moroccan red,lake blue,caviar black,,,,factory,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
87,scott usa,m defined plus jkt,,durawelt overlays,,,,,"1/4"" durawelt overlays",marine blue,lunar blue,moroccan red,lake blue,caviar black,,,,factory,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
88,scott usa,m defined plus jkt,,m-size-20,,,,,m's main interior label           ,,,,,,,,,daeyong,,1,0.045,0.045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
89,scott usa,m defined plus jkt,,8mm grosgrain ribbon    ,,,,,grosgrain ribbon           ,dark grey,dark grey,dark grey,dark grey,dark grey,,,,woosung  ,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
90,scott usa,m defined plus jkt,,ccl-001,,,,,care content labels,,,,,,,,,daeyong,,1,0.035,0.035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
91,scott usa,m defined plus jkt,,po label,,,,,po label- for bulk only!,white,white,white,white,white,,,,daeyong ,,1,0.005,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
92,scott usa,m defined plus jkt,,m-ht-lay,,,,,m's layering hangtag         ,,,,,,,,,daeyong,,1,0.22,0.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,,,,0,0,1,0
93,scott usa,m defined plus jkt,,hangtag chain,,,,,chain for hangtag,,,,,,,,,daeyong,,1,0.06,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
94,scott usa,m defined plus jkt,,fit-ht-gen,,,,,general fit insert,,,,,,,,,daeyong,,1,0.11,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
95,scott usa,m defined plus jkt,,fit-ht-athl,,,,,athletic fit hangtag,,,,,,,,,daeyong,,1,0.055,0.055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,,,,0,0,1,0
96,scott usa,m defined plus jkt,,duro-ht-uv-2,,,,,duroshade hangtag,,,,,,,,,daeyong,,1,0.1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,,,,0,0,1,0
97,scott usa,m defined plus jkt,,dryo-ht-wr-2,,,,,dryozone dwr hangtag,,,,,,,,,daeyong,,1,0.1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,,,,0,0,1,0
98,scott usa,m defined polar jkt,,#9068 powerdry,,,,,"shell fabric at collar, front body, back body, sleeves, windflap
facing fabric at interior collar",marine blue,caviar black,nightfall blue,moroccan red,,,,,polartec,,,11.2,meter,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
99,scott usa,m defined polar jkt,,sck-757s,,,,,shell fabric at chest pocket,marine blue,caviar black,nightfall blue,moroccan red,,,,,singtex,,,4.8,yard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
100,scott usa,m defined polar jkt,,l1025 sw,,,,,non woven interlining,stock white,stock white,stock white,stock white,,,,,r.m. interlinings ltd.,,,0.1,yard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
101,scott usa,m defined polar jkt,,cifol-39 dsbyg (h3),,,,,"#3 coil, open end, left insert, dsbyg slider ",lunar blue,caviar black,nightfall blue,moroccan red,,,,,ykk,,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
102,scott usa,m defined polar jkt,,chc-36 dadr2a (e),,,,,"#3 invisible coil, closed end, dadr2a ",lunar blue,iron grey,nightfall blue,moroccan red,,,,,ykk,,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
103,scott usa,m defined polar jkt,,cfc-39 dsbyg (h3),,,,,"#3 coil, closed end, dsbyg slider ",lunar blue,iron grey,nightfall blue,moroccan red,,,,,ykk,,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
104,scott usa,m defined polar jkt,,"3/4"" foldable lycra    ",,,,,binding,lunar blue,caviar black,nightfall blue,moroccan red,,,,,woosung,,,0.244,yard,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
105,scott usa,m defined polar jkt,,ext-tape-10,,,,,reflective tape,reflective silver,reflective silver,reflective silver,reflective silver,,,,,giant knitting,,,0.56,yard,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
106,scott usa,m defined polar jkt,,coverstitch,,,,,4 needle coverstitching,marine blue,caviar black,nightfall blue,moroccan red,,,,,ns coats,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
107,scott usa,m defined polar jkt,,tba,,,,,tba,lunar blue,iron grey,19-4010 eclipse blue,iron grey,,,,,tba,,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
108,scott usa,m defined polar jkt,,"can you test which type works best with the polartec fabric such as print, high density print etc?",,,,,tba,lunar blue,iron grey,19-4010 eclipse blue,iron grey,,,,,tba,,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
109,scott usa,m defined polar jkt,,phtw-15,,,,,polartec heat transfer,white,white,white,white,,,,,polartec,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
110,scott usa,m defined polar jkt,,m-int-20,,,,,main interior label,,,,,,,,,daeyong,,1,0.108,0.108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
111,scott usa,m defined polar jkt,,8mm grosgrain locker loop,,,,,grosgrain,dark grey,dark grey,dark grey,dark grey,,,,,woosung,,,0.04,yard,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
112,scott usa,m defined polar jkt,,ccl-152,,,,,care content labels,,,,,,,,,daeyong,,1,0.035,0.035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
113,scott usa,m defined polar jkt,,po label,,,,,po label- for bulk only!,,,,,,,,,daeyong ,,1,0.005,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
114,scott usa,m defined polar jkt,,m-ht-lay,,,,,m's layering hangtag         ,,,,,,,,,daeyong,,1,0.22,0.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,,,,0,0,1,0
115,scott usa,m defined polar jkt,,hangtag chain,,,,,chain for hangtag,,,,,,,,,daeyong,,1,0.06,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
116,scott usa,m defined polar jkt,,fit-ht-gen,,,,,general fit hang tag,,,,,,,,,daeyong,,1,0.11,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
117,scott usa,m defined polar jkt,,fit-ht-ath,,,,,athletic fit hangtag       ,,,,,,,,,daeyong ,,1,0.055,0.055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,,,,0,0,1,0
118,scott usa,m defined polar jkt,,ppg-15,,,,,polartec powergrid hangtag,,,,,,,,,polartec,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,,,,0,0,1,0
119,scott usa,m defined polar jkt,,porptec-15,,,,,polartec polygeine hangtag,,,,,,,,,polartec,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,,,,0,0,1,0
120,scott usa,m defined tech jkt,,meln135,,,,,"shell fabric at collar, front body, back body, sleeves, windflap
facing fabric at interior collar,  rolled hem, rolled cuffs,",nightfall blue,marine blue,caviar black,royal red,,,,,premiere,,,5.16,yard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
121,scott usa,m defined tech jkt,,l1025 sw,,,,,non woven interlining,white,white,white,white,,,,,r.m. interlinings ltd.,,,0.1,yard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
122,scott usa,m defined tech jkt,,cifol-56 da8blh1 (e)           ,,,,,"#5 coil, open end, left insert, da8blh1 slider ",nightfall blue,lunar blue,iron grey,moroccan red,,,,,ykk,,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
123,scott usa,m defined tech jkt,,cfc-36 dablh (e)         ,,,,,"#3 coil, closed end, dablh slider ",nightfall blue,marine blue,caviar black,moroccan red,,,,,ykk,,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
124,scott usa,m defined tech jkt,,zp-561/5    ,,,,,pop in puller- #5       ,nightfall blue,lunar blue,caviar black,moroccan red,,,,,utx,,1,0.05,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,0,,,,0,0,1,0
125,scott usa,m defined tech jkt,,zp-562/3    ,,,,,pop in puller- #3        ,nightfall blue,lunar blue,caviar black,moroccan red,,,,,utx,,1,0.049,0.049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,0,,,,0,0,1,0
126,scott usa,m defined tech jkt,,pca224,,,,,cordlock,s3734 (dark grey),s3734 (dark grey),s3734 (dark grey),s3734 (dark grey),,,,,utx,,2,0.06,0.116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,,,,0,0,1,0
127,scott usa,m defined tech jkt,,10mm grosgrain ribbon,,,,,webbing,dark grey,dark grey,dark grey,dark grey,,,,,woosung,,,0.05,yard,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
128,scott usa,m defined tech jkt,,p481s001,,,,,rubber puller ,s3734 (dark grey),s3734 (dark grey),s3734 (dark grey),s3734 (dark grey),,,,,utx,,2,0.02,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,0,,,,0,0,1,0
129,scott usa,m defined tech jkt,,1034213,,,,,custom braid 2.2mm,nightfall blue,marine blue,caviar black,moroccan red,,,,,chun wo ho,,,0.109,yard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
130,scott usa,m defined tech jkt,,5mm eyelet,,,,,5mm logo eyelet,antique silver,antique silver,antique silver,antique silver,,,,,il jin  ,,4,0.03,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,,,,0,0,1,0
131,scott usa,m defined tech jkt,,"3/4"" foldable lycra",,,,,binding,nightfall blue,lunar blue,caviar black,moroccan red,,,,,woosung,,,0.244,yard,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
132,scott usa,m defined tech jkt,,gramax thread,,,,,normal flatlock,nightfall blue,lunar blue,caviar black,moroccan red,,,,,coats,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
133,scott usa,m defined tech jkt,,sb-dp-804,,,,,direct print (matte quality),19-4010 eclipse blue,lunar blue,iron grey,moroccan red,,,,,taekwang,,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
134,scott usa,m defined tech jkt,,ats,,,,,ats (matte quality),19-4010 eclipse blue,lunar blue,iron grey,19-1650 biking red,,,,,taekwang,,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
135,scott usa,m defined tech jkt,,m-size-20,,,,,m's main interior label           ,,,,,,,,,daeyong,,1,0.045,0.045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
136,scott usa,m defined tech jkt,,8mm grosgrain ribbon    ,,,,,grosgrain ribbon           ,dark grey,dark grey,dark grey,dark grey,,,,,woosung  ,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
137,scott usa,m defined tech jkt,,ccl-001,,,,,care content labels,,,,,,,,,daeyong,,1,0.035,0.035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
138,scott usa,m defined tech jkt,,po label,,,,,po label- for bulk only!,white,white,white,white,,,,,daeyong ,,1,0.005,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
139,scott usa,m defined tech jkt,,m-ht-lay,,,,,m's layering hangtag         ,,,,,,,,,daeyong,,1,0.22,0.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,,,,0,0,1,0
140,scott usa,m defined tech jkt,,hangtag chain,,,,,chain for hangtag,,,,,,,,,daeyong,,1,0.06,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
141,scott usa,m defined tech jkt,,fit-ht-gen,,,,,general fit insert,,,,,,,,,daeyong,,1,0.11,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
142,scott usa,m defined tech jkt,,fit-ht-athl,,,,,athletic fit hangtag,,,,,,,,,daeyong,,1,0.055,0.055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,,,,0,0,1,0
143,scott usa,m defined tech jkt,,duro-ht-uv-2,,,,,duroshade hangtag,,,,,,,,,daeyong,,1,0.1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,,,,0,0,1,0
144,scott usa,m defined tech jkt,,dryo-ht-wr-2,,,,,dryozone dwr hangtag,,,,,,,,,daeyong,,1,0.1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,,,,0,0,1,0
145,scott usa,w trail mtn wb 40 jacket,,lm792 2.5l,,,,,"shell fabric at side hood panels, front collar, sleeves, front and back body, outer cuff,  self fabric binding (where needed) and binding at cf zipper tape edge, windflap, back hood tunnel",plum violet,carrot orange,dark blue,,,,,,premiere,,,5,yard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
146,scott usa,w trail mtn wb 40 jacket,,sotl085-pu01,,,,,"shell fabric at side hood panels, front collar, sleeves, front and back body, outer cuff,  self fabric binding (where needed) and binding at cf zipper tape edge, windflap, back hood tunnel",,,,dark grey melange,,,,,solis,,,3,yard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
147,scott usa,w trail mtn wb 40 jacket,,lm792 2.5l,,,,,"shell fabric at middle hood panel, side seam panels",carrot orange,carrot orange,dark blue,,,,,,premiere,,,5,yard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
148,scott usa,w trail mtn wb 40 jacket,,sotl085-pu01,,,,,"shell fabric at middle hood panel, side seam panels",,,,dark grey melange,,,,,solis,,,3,yard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
149,scott usa,w trail mtn wb 40 jacket,,sck-757s,,,,,inner knit cuffs,caviar black,caviar black,caviar black,caviar black,,,,,singtex,,,4.8,yard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
150,scott usa,w trail mtn wb 40 jacket,,l1025 sw,,,,,non woven interlining,stock white,stock white,stock white,stock white,,,,,r.m. interlinings ltd.,,,0.1,yard ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
151,scott usa,w trail mtn wb 40 jacket,,ym11-3527,,,,,1 layer stretch mesh,dark grey,dark grey,dark grey,dark grey,,,,,youngone,,,2.7,yard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
152,scott usa,w trail mtn wb 40 jacket,,cifor-39 dsbyg (h3),,,,,"#3 coil, open end, right insert, dsbyg slider ",bayberry green,plum violet,dark blue,dark grey,,,,,ykk,,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
153,scott usa,w trail mtn wb 40 jacket,,chc-36 dadr2a e  ,,,,,"#3 invisible coil, closed end, dadr2a slider",bayberry green,plum violet,dark blue,dark grey,,,,,ykk,,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
154,scott usa,w trail mtn wb 40 jacket,,tba,,,,,reflective webbing,reflective silver,reflective silver,reflective silver,reflective silver,,,,,tba,,1,0.35,yard,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
155,scott usa,w trail mtn wb 40 jacket,,"1/4"" elastic",,,,,"1/4"" elastic",stock white,stock white,stock white,stock white,,,,,woosung  ,,,0.056,yard,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
156,scott usa,w trail mtn wb 40 jacket,,"1"" elastic",,,,,"1"" elastic",white,white,white,white,,,,,woosung  ,,,,yard,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
157,scott usa,w trail mtn wb 40 jacket,,pca224,,,,,cordlock,dark grey,dark grey,dark grey,dark grey,,,,,utx,,1,0.06,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,,,,0,0,1,0
158,scott usa,w trail mtn wb 40 jacket,,10mm grosgrain ribbon,,,,,grosgrain ribbon           ,dark grey,dark grey,dark grey,dark grey,,,,,woosung,,,0.05,yard,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
159,scott usa,w trail mtn wb 40 jacket,,2mm shockcord,,,,,custom braid,bayberry green,plum violet,orchid violet,dark grey,,,,,woosung  ,,,0.11,yard,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
160,scott usa,w trail mtn wb 40 jacket,,7mm thread eyelet,,,,,thread eyelet,carrot orange,carrot orange,dark blue,dark grey,,,,,coats,,1,,yard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,,,,0,0,1,0
161,scott usa,w trail mtn wb 40 jacket,,thad01p10gbk10,,,,,10mm reflective perf tape,graphite black,graphite black,graphite black,graphite black,,,,,jrc,,,,yard,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
162,scott usa,w trail mtn wb 40 jacket,,rht-004,,,,,reflective heat transfer,reflective opal green,reflective plum violet,reflective orchid purple,reflective silver,,,,,tba,,1,0.44,0.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
163,scott usa,w trail mtn wb 40 jacket,,rht-009,,,,,reflective heat transfer,reflective opal green,reflective plum violet,reflective orchid purple,reflective silver,,,,,tba,,1,0.556,0.556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
164,scott usa,w trail mtn wb 40 jacket,,laser cut holes,,,,,laser cut holes,,,,,,,,,factory,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
165,scott usa,w trail mtn wb 40 jacket,,w_t43_bd,,,,,heat transfer main interior label w/size/country,,,,,,,,,wwd,,1,0.13,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
166,scott usa,w trail mtn wb 40 jacket,,sco-lb-adrs    ,,,,,address/rn & ca #s           ,,,,,,,,,daeyong ,,1,0.06,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
167,scott usa,w trail mtn wb 40 jacket,,8mm grosgrain ,,,,,grosgrain,dark grey,dark grey,dark grey,dark grey,,,,,woosung,,,0.04,yard,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
168,scott usa,w trail mtn wb 40 jacket,,ccl-094,,,,,care content labels,,,,,,,,,daeyong,,1,0.035,0.035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
169,scott usa,w trail mtn wb 40 jacket,,ccl-001,,,,,care content labels,,,,,,,,,daeyong,,1,0.035,0.035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
170,scott usa,w trail mtn wb 40 jacket,,po label,,,,,po label- for bulk only!,white,white,white,white,,,,,daeyong ,,1,0.005,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
171,scott usa,w  defined merino po,,4560,,,,,"collar, chest, sleeves, back yoke, back body",mahogany red,caviar black,nightfall blue,,,,,,dti,,,11.87,meter,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
172,scott usa,w  defined merino po,,sck-757s,,,,,"cuffs, hem collar facing",ruby red,mahogany red,nightfall blue,,,,,,singtex,,,4.8,yard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
173,scott usa,w  defined merino po,,gramax thread,,,,,normal flatlock,mahogany red,caviar black,nightfall blue,,,,,,coats,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
174,scott usa,w  defined merino po,,dp-634,,,,,direct matte print,ruby red,mahogany,darker nightfall blue,,,,,,taekwang,,,0.38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
175,scott usa,w  defined merino po,,dp-755,,,,,direct matte print,ruby red,mahogany,darker nightfall blue,,,,,,taekwang,,1,0.38,0.38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,1,0
