,Style,label,material/trim,description,location,qty,black,heather gray,oxblood,sea pine,tbd,tbd.1,tbd.2,tbd.3,tbd.4,tbd.5,duffel,rust,butter,khaki,kombu green,dark navy,moose,pizza,mens fish,olive night,camel,pineneedle,sterilng blue,rose smoke,vintage black,dinoflage,forest,dk khaki,greyskull,wood duck critterflage,evergreen,flame,day jungle,navy,mint julep,dark olive,puddle,bone,black spruce,stone critterflage,gold,black wax,camel wax,soviet grey wax,willow,dirks critterflage,vintage blue wax,see see collab,vintage blue,red dawn,night jungle,shell fabric,bpw1303 'baby twill'         100% polyester 15k/10k +breathable coating + dwr,"main body, self fabric back neck patch",none
34,AB18MJ1_075_BOM.csv,vv,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back neck seam,1,,,,,tbd,tbd,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,AB18MJ1_075_BOM.csv,ww,branding,tbd,tbd,1,,,,,tbd,tbd,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,AB18MJ1_075_BOM.csv,xx,hangtag,tbd,tbd,1,,,,,tbd,tbd,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,AB18MJ1_075_BOM.csv,yy,hangtag,tbd,tbd,1,,,,,tbd,tbd,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,AB18MJ1_075_BOM.csv,zz,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,,,,,clear,clear,clear,clear,clear,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,AB18MJ1_075_BOM.csv,aaa,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,,,,,tbd,tbd,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,AB18MJ1_075_BOM.csv,bbb,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,,,,,tbd,tbd,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB18WJ1_075F_BOM.csv,a,shell fabric,sota074-2l1-y 100% polyester 10k/8k +2-layer + breathable coating + dwr (supplied by solis),"main body, hood, sleeves, pocket flaps, sleeve tabs, back neck self fabric patch",none,black,,,,,,,,,,duffel,rust,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB18WJ1_075F_BOM.csv,b,lining,210t-e emb07 terry emboss taffeta (supplied by ecoya),"powder skirt, pocket bag, hood lining",none,black,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB18WJ1_075F_BOM.csv,c,other , velvety tricot - soto048-1 (supplied by solis),"inside lining, comfort chin guard, inner front pocket bag panel",none,day junlge,,,,,,,,,,day junlge,day junlge,day junlge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AB18WJ1_075F_BOM.csv,d,other,100% poly mesh - sotc025-1 (supplied by solis),"vents, large internal goggle pocket",none,black,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AB18WJ1_075F_BOM.csv,e,other,nylon/elastic lycra - sono029-1 (supplied by solis),"powder skirt, hood drawcord tunnel, wrist gaiters",none,black,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,AB18WJ1_075F_BOM.csv,f,other,lycra binding tape,internal mesh pocket opening,none,black,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AB18WJ1_075F_BOM.csv,g,other,gripper elastic,powder skirt,none,black,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AB18WJ1_075F_BOM.csv,h,other,clear pvc,pass pocket window opening at outside of powder skirt,none,clear,,,,,,,,,,clear,clear,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,AB18WJ1_075F_BOM.csv,j,other,80gm insulation,"sleeves, main body, sleeves",none,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,AB18WJ1_075F_BOM.csv,k,pellon,lightweight interfacing (item# tbd),"inner storm flap, powder skirt closure flaps",none,white,,,,,,,,,,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB18WJ1_075F_BOM.csv,l,pellon,heavyweight interfacing (item# tbd),hood brim,none,white,,,,,,,,,,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB18WJ1_075F_BOM.csv,aa,zipper,"ykk no.5 metalux zipper,auto-lock sliders da8lh, right hand puller,left hand insert ",(1)c.f.,1,black,,,,,,,,,,duffel 237,rust 236,butter 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB18WJ1_075F_BOM.csv,bb,zipper,ykk no.5 nylon coil  zipper.  auto-lock puller da8lh1. (zip closes down), (2) hand pockets,2,black,,,,,,,,,,duffel 237,rust 236,butter 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AB18WJ1_075F_BOM.csv,cc,zipper,"ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down)", (2)vents,2,black,,,,,,,,,,duffel 237,rust 236,butter 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,AB18WJ1_075F_BOM.csv,dd,zipper,"ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zip closes up)",(1) napoleon pocket ,1,black,,,,,,,,,,duffel 237,rust 236,butter 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,AB18WJ1_075F_BOM.csv,ee,zipper pull,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),"(2) pockets, (1) c.f. (2) vents, (1)napoleon pocket",6,black,,,,,,,,,,black,black,bone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,AB18WJ1_075F_BOM.csv,ff,velcro,hook and loop; l: 2.5cm x h: 1cm,(4)pocket flaps,4,black,,,,,,,,,,olive t1136,rust t0720,gold t0713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,AB18WJ1_075F_BOM.csv,gg,velcro,hook and loop,pass pocket at powder skirt,1,black,,,,,,,,,,olive t1137,rust t0721,gold t0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,AB18WJ1_075F_BOM.csv,hh,hand pulls,round barrel stopper - k-018 , (2) hood,2,black,,,,,,,,,,dark olive,black,dark olive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,AB18WJ1_075F_BOM.csv,ii,webbing,"flat webbing tape, 8mm", key clip attachment at inside wearer's right pocket,1,black,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,AB18WJ1_075F_BOM.csv,jj,webbing,flat webbing tape 2cm width,pass pocket pull tab,1,black,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,AB18WJ1_075F_BOM.csv,kk,hardware,"metal eyelets, 12mm  (incl. washers)",(4) at hood opening,4,dark anti brass bi-18,,,,,,,,,,dark anti brass bi-18,dark anti brass bi-18,pewter bi-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,AB18WJ1_075F_BOM.csv,ll,hardware,"snap buttons absnp_01 (sets), 17mm  (incl. washers)","(6) storm flap (1) snap tabs at inside bottom hem,  (2) at powder skirt",9,dark anti brass bi-18,,,,,,,,,,dark anti brass bi-18,dark anti brass bi-18,pewter bi-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,AB18WJ1_075F_BOM.csv,mm,hardware,"snap buttons absnp_01 (male side only), 17mm  (incl. washers)",(2) powder skirt,2,dark anti brass bi-18,,,,,,,,,,dark anti brass bi-18,dark anti brass bi-18,pewter bi-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,AB18WJ1_075F_BOM.csv,nn,hardware,sewing buttons 17mm  ,"(1) storm flap,(2)pocket flaps,(4) cuffs, (2) plastic bag attached to w/c label  ",9,dark anti brass bi-18,,,,,,,,,,dark anti brass bi-18,dark anti brass bi-18,pewter bi-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,AB18WJ1_075F_BOM.csv,oo, drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,hood opening,1,black,,,,,,,,,,dark olive,black,dark olive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,AB18WJ1_075F_BOM.csv,pp,key clip,plastic key clip attched with webbing loop,inside wearers right pocket.,1,black,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,AB18WJ1_075F_BOM.csv,qq,plastic bag,small plasitc bag,sewn to w/c label,1,clear,,,,,,,,,,clear,clear,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,AB18WJ1_075F_BOM.csv,rr,main label,abwv_67 freedom main label,"inside c.b. neck, see q/a for details",1,bone/ dark green,,,,,,,,,,bone/ dark green,bone/ dark green,bone/ dark green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,AB18WJ1_075F_BOM.csv,ss,size label,abwv_69v vietnam size label,sewn in and centered below main label,1,black/off white,,,,,,,,,,black/off white,black/off white,black/off white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,AB18WJ1_075F_BOM.csv,tt,w/c label,satin label with print,"wearer's left side seam, 10 cm up from bottom edge",1,black,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,AB18WJ1_075F_BOM.csv,uu,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back neck seam,1,black/off white,,,,,,,,,,black/off white,black/off white,black/off white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,AB18WJ1_075F_BOM.csv,vv,branding,abpa_116 airblaster pu label,"left chest, see palcement page for detail",1,mahogany/black,,,,,,,,,,duffel/butter,mahogany/black,duffel/butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,AB18WJ1_075F_BOM.csv,ww,hangtag,tbd,tbd,1,tbd,,,,,,,,,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,AB18WJ1_075F_BOM.csv,xx,hangtag,tbd,tbd,1,tbd,,,,,,,,,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,AB18WJ1_075F_BOM.csv,yy,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,clear,,,,,,,,,,clear,clear,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,AB18WJ1_075F_BOM.csv,zz,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,tbd,,,,,,,,,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,AB18WJ1_075F_BOM.csv,aaa,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,tbd,,,,,,,,,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB17MP2_054_BOM.csv,a,shell fabric,sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis),"main body, back yoke, back pocket flaps",none,black,,,,,,,,,,,,,khaki,kombu green,dark navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB17MP2_054_BOM.csv,b,shell fabric,sotp069-c1-h 100% polyester 15k/10k+2-layer +breathable coating+dwr (supplied by solis),cargo pockets,none,black,,,,,,,,,,,,,black,camel,oxblood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB17MP2_054_BOM.csv,c,lining,210t-e emb07 terry emboss taffeta 100% nylon (supplied by ecoya),inside lining,none,black,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AB17MP2_054_BOM.csv,d,lining, velvety tricot - soto048-1 (supplied by solis),"inside wiastband, inner front pockets, inside fly panel",none,black,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AB17MP2_054_BOM.csv,e,other ,100% poly mesh - sotc025-1 (supplied by solis),vents,none,black,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,AB17MP2_054_BOM.csv,f,other,nylon/elastic lycra - sono029-1 (supplied by solis),inside lower leg gaiters,none,black,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AB17MP2_054_BOM.csv,aa,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh",fly,1,black,,,,,,,,,,,,,khaki 886,duffel 237,oxblood 097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AB17MP2_054_BOM.csv,bb,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close down)",(2) hand pockets pockets ,2,black,,,,,,,,,,,,,khaki 886,duffel 237,oxblood 097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,AB17MP2_054_BOM.csv,cc,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1(zippers close from c.b. to side seam)",(1) back pockets ,1,black,,,,,,,,,,,,,khaki 886,duffel 237,oxblood 097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,AB17MP2_054_BOM.csv,dd,zipper,"ykk no.5 nylon coil zippers,hidden chain, auto-lock slider da8lh1 (zipper close down)", vents,2,black,,,,,,,,,,,,,khaki 886,duffel 237,oxblood 097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB17MP2_054_BOM.csv,ee,zipper pull,abzp_01 utility cord zipper pullers with tied end ,"(2) vents, (3) pockets,  ",5,black,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB17MP2_054_BOM.csv,ff,hardware,jean button17mm  (incl. washers),(1) fly opening,1,dark anti brass bi-18,,,,,,,,,,,,,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB17MP2_054_BOM.csv,gg,hardware,"snap buttons absnp_01 (sets), 17mm  (incl. washers)"," (4) pocket flaps, (2) bang snaps, (2) back pocket flaps",8,dark anti brass bi-18,,,,,,,,,,,,,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AB17MP2_054_BOM.csv,hh,hardware,12mm metal eyelet  (incl. washers),(2)waistband (1) left belt loop,3,dark anti brass bi-18,,,,,,,,,,,,,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,AB17MP2_054_BOM.csv,ii,hardware,lace hooks,c.f. of lower leg gaiters at gripper elastic,2,black oxidized,,,,,,,,,,,,,black oxidized,black oxidized,black oxidized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,AB17MP2_054_BOM.csv,jj,drawcord,polyester flat lace drawcord with metal sealed ends.  w:1 cm,waistband,1,black,,,,,,,,,,,,,black,dark olive,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,AB17MP2_054_BOM.csv,kk,elastic,gripper elastic,at inside lower leg gators,1,black,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,AB17MP2_054_BOM.csv,ll,key clip,plastic key clip attched with webbing loop,inside w. right pocket bag,1,black,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,AB17MP2_054_BOM.csv,mm,webbing,"flat webbing tape, 8mm",key clip attachment at wearers right inside pocket,1,black,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,AB17MP2_054_BOM.csv,oo,main label,abwv_67 freedom main label,"inside c.b. waist, see q/a for detail",1,gold/black,,,,,,,,,,,,,gold/black,gold/black,gold/black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,AB17MP2_054_BOM.csv,pp,size label,abwv_69v vietnam size label,sewn in and centered below main label,1,black/gold,,,,,,,,,,,,,black/gold,black/gold,black/gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,AB17MP2_054_BOM.csv,qq,w/c label,satin/printed w/c label (supplied by your side),at inside wearers left 8 cm from waistband seam,1,black,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,AB17MP2_054_BOM.csv,rr,flag  label,ablt_01 flag label (airpill logo side),left vent 2cm up from bottom of vent,1,black/white,,,,,,,,,,,,,black/white,black/white,black/white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,AB17MP2_054_BOM.csv,ss,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back waist seam,1,black/gold,,,,,,,,,,,,,black/gold,black/gold,black/gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,AB17MP2_054_BOM.csv,tt,branding,abpa_77 freedom seam label,"right cargo poacket, see placement page for detail",1,black/oxblood,,,,,,,,,,,,,black/oxblood,brown/dark brown,black/oxblood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,AB17MP2_054_BOM.csv,uu,hangtag,tbd,tbd,1,tbd,,,,,,,,,,,,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,AB17MP2_054_BOM.csv,vv,hangtag,tbd,tbd,1,tbd,,,,,,,,,,,,,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,AB17MP2_054_BOM.csv,ww,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,black,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,AB17MP2_054_BOM.csv,xx,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,white,,,,,,,,,,,,,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,AB17MP2_054_BOM.csv,yy,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,white,,,,,,,,,,,,,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB18KNJ1_002_BOM.csv,a,main fabric,94% spun polyester 6%spandex single jersey + wicking               r21103023,main body,none,black,,,,,,,,,,,,,,,,moose,pizza,mens fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB18KNJ1_002_BOM.csv,b,binding,94% spun polyester 6%spandex single jersey + wicking                      r21103023,hood opening,none,black,,,,,,,,,,,,,,,,moose,pizza,mens fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB18KNJ1_002_BOM.csv,c,thread,none,flatlock seams upper body,none,black,,,,,,,,,,,,,,,,black,black,excalibur 18-3905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AB18KNJ1_002_BOM.csv,d,thread,none,flatlock seams lower body,none,black,,,,,,,,,,,,,,,,red 19-1763tpx,black,olive 18-0420tpx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AB18KNJ1_002_BOM.csv,aa,zipper,ykk  no.3 nylon coil zipper with double slider (bottom to bottom) auto-lock slider dadr4 ,c.f. zipper,1,black,,,,,,,,,,,,,,,,red 519,black,dk grey 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,AB18KNJ1_002_BOM.csv,bb,zipper,ykk  no.3 nylon coil zipper with double slider (bottom to bottom) auto-lock slider dadr4 ,waistband zipper,1,black,,,,,,,,,,,,,,,,red 519,black,dk grey 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AB18KNJ1_002_BOM.csv,cc,main label,abtr_538v transfer label 100% polyester,"inside c.b. neck, 3  cm below neck seam",1,white,,,,,,,,,,,,,,,,white,black,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AB18KNJ1_002_BOM.csv,dd,w/c label,satin label with print,"wearer's left side seam, 10 cm up from waistband seam",1,black,,,,,,,,,,,,,,,,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,AB18KNJ1_002_BOM.csv,ee,embroidery,ninja star abem_015a 2-color ,"at wearer's left chest, sewn directly to chest with sns edge stitch, see palcement page for detail  (a. star color, b. pill color)",1,a) metallic silver st101                      b) black,,,,,,,,,,,,,,,,a) black                        b) red 10010,,a) dk grey 40038      b) burgandy f194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,AB18KNJ1_002_BOM.csv,ff,embroidery,abem_310 pizza ninja star,"at wearer's left chest, sewn directly to chest with sns edge stitch",1,,,,,,,,,,,,,,,,,,yellow/red/black/brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB18KNJ1_002_BOM.csv,gg,hangtag,none,c.f. zipper. use white color webbing rope to attach. supplied by sml.,1,tbd,,,,,,,,,,,,,,,,tbd,tbd,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB18KNJ1_002_BOM.csv,hh,size sticker,clear size indication zipper,2 pcs placed on each designated white square on side of packing box.,2,clear,,,,,,,,,,,,,,,,clear,clear,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB18KNJ1_002_BOM.csv,ii,upc sticker,sticker width 3.5 cm,"at bottom side of ninja suit packaging box.  place in looker's lower right corner, 2 cm from each edge.  upc sticker to be provided by factory for 12/13.",1,white,,,,,,,,,,,,,,,,white,white,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AB18KNJ1_002_BOM.csv,jj,ninja packing box,see sample,garment folded neatly and placed in packing box.  will advise ordering information when available.,1,black,,,,,,,,,,,,,,,,black,black,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB19WJ3_088_BOM.csv,a,shell fabric,sota074-r01 100% polyester  cire coating,"main body, sleeves, pockets",none,black,,oxblood,sea pine,,,,,,,,,,,,,,,,olive night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB19WJ3_088_BOM.csv,c,other,"1x1 rib knit,good quality arcylic/spandex","cuffs, collar",none,black,,black,black,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB19WJ3_088_BOM.csv,d,lining,210t taffeta 100% nylon emb07 terry emboss supplied by ecoya,inside lininglower pocket bag,none,black,,old gold,black,,,,,,,,,,,,,,,,old gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AB19WJ3_088_BOM.csv,f,pellon,lightweight interfacing (item# tbd), collar,none,white,,white,white,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AB19WJ3_088_BOM.csv,aa,zipper,"ykk no.5 metalux vislon zipper,auto-lock sliders da8lh, right hand puller,left hand insert ",c.f.,1,black tape with vymj matte black teeth,,oxblood 097 tape with vymj matte black teeth,sea pine 320 tape with vymj matte black teeth,,,,,,,,,,,,,,,,olive night 173 tape with vymj matte black teeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,AB19WJ3_088_BOM.csv,dd,hardware,"snap buttons absnp_01 (sets), 17mm  (incl. washers)",(2) pockets,2,bz black copper,,bz black copper,bz black copper,,,,,,,,,,,,,,,,bz black copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AB19WJ3_088_BOM.csv,ee,main label,tbd,centered 1.5cm below cb neck,1,black/moonbeam,,black/moonbeam,black/moonbeam,,,,,,,,,,,,,,,,black/moonbeam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AB19WJ3_088_BOM.csv,ff,size label,abwv_207 made in vietnam woven label,sewn in and centered below abwv_84,1,black/neutral gray,,black/neutral gray,black/neutral gray,,,,,,,,,,,,,,,,black/neutral gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,AB19WJ3_088_BOM.csv,gg,w/c label,satin label with print,"wearer's left side seam, 10 cm up from bottom edge",1,black,,black,black,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,AB19WJ3_088_BOM.csv,hh,loop label,abwvlp_205 loop label,inside center back neck seam,1,black,,black,black,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB19WJ3_088_BOM.csv,ii,woven label,tbd,tbd,1,tbd,,tbd,tbd,,,,,,,,,,,,,,,,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB19WJ3_088_BOM.csv,jj,woven label,tbd,tbd,1,tbd,,tbd,tbd,,,,,,,,,,,,,,,,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB19WJ3_088_BOM.csv,kk,hangtag,aquapel hangtag,cf zipper,1,black/white,,black/white,black/white,,,,,,,,,,,,,,,,black/white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AB19WJ3_088_BOM.csv,ll,hangtag,tbd,tbd,1,black/white,,black/white,black/white,,,,,,,,,,,,,,,,black/white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,AB19WJ3_088_BOM.csv,mm,polybag w/ warning matter,airpill logo print:  16 cm,tbd,1,tbd,,tbd,tbd,,,,,,,,,,,,,,,,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,AB19WJ3_088_BOM.csv,nn,country of origin sticker (supplied by your side),made in china sticker,tbd,1,tbd,,tbd,tbd,,,,,,,,,,,,,,,,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,AB19WJ3_088_BOM.csv,oo,upc sticker (supplied by your side),sticker width 3.5 cm,tbd,1,tbd,,tbd,tbd,,,,,,,,,,,,,,,,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
