,item,description,spec,width:,weight:,position,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,brand,style,supplier,ref,qty,price/unit,unit,fabric,trims,outer,inner
4834,upc sticker (supplied by your side),sticker width 3.5 cm  (supplied by you),,,,lookers right bottom corner,,,,,,,,,airblaster,AB18MJ2_105,,,1,,,0,1,1,0
4835,shell fabric,sotd013-r01 100% polyester nantotex dwr coating,,,,"main body storm flap, hood",black,black spruce,,gold,,,,,airblaster,AB17MJ1_050B,,,,,,1,0,1,0
4836,shell fabric,sotd013-pr03 100% polyester nantotex dwr coating,,,,"main body storm flap, hood",,,stone critterflage,,,,,,airblaster,AB17MJ1_050B,,,,,,1,0,1,0
4837,lining,emb07 taffeta emboss (supplied by li peng),,,,"inside lining, pocket bag",black,old gold,black,black,,,,,airblaster,AB17MJ1_050B,,,,,,1,0,1,0
4838,pellon,lightweight interfacing (item# tbd),,,,inner storm flap,white,white,white,white,,,,,airblaster,AB17MJ1_050B,,,,,,1,0,1,0
4839,pellon,heavyweight interfacing (item# tbd),,,,hood brim,white,white,white,white,,,,,airblaster,AB17MJ1_050B,,,,,,1,0,1,0
4840,zipper,"ykk no.5 coil zipper.  auto-lock slider da8lh,   (close ended)",,,,c.f.,black,black spruce 120,brown 394,gold 508,,,,,airblaster,AB17MJ1_050B,,,1,,,0,1,1,0
4841,zipper,ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down),,,,(2) pocket,black,black spruce 120,brown 394,gold 508,,,,,airblaster,AB17MJ1_050B,,,2,,,0,1,1,0
4842,zipper pull,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),,,,"(2) pockets, (1) c.f. ",black,old gold,black,black,,,,,airblaster,AB17MJ1_050B,,,3,,,0,1,1,0
4843,stoppers,k343-2n push stoppers,,,,"(1) bottom hem, (2) hood",black,black,black,black,,,,,airblaster,AB17MJ1_050B,,,3,,,0,1,1,0
4844,hand pulls,plastic hand pulls zp11 ,,,, (1) bottom hem,black,black,black,black,,,,,airblaster,AB17MJ1_050B,,,1,,,0,1,1,0
4845,webbing,flat webbing tape 8mm width,,,," (1)stopper attachments loops at bottom hem, (2) stoper attachemnt at hood, (1) side seam for drawcord loops",black,black,black,black,,,,,airblaster,AB17MJ1_050B,,,4,,,0,1,1,0
4846,hardware,"metal eyelets, 12mm (incl. washers)",,,,"(4) at hood opening,  (2) inside bottom hem",bi-08 dull dark pewter,bi-17 mid dark anti brass,bi-08 dull dark pewter,bi-17 mid dark anti brass,,,,,airblaster,AB17MJ1_050B,,,6,,,0,1,1,0
4847,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)",,,,(4) storm flap,bi-08 dull dark pewter,bi-17 mid dark anti brass,bi-08 dull dark pewter,bi-17 mid dark anti brass,,,,,airblaster,AB17MJ1_050B,,,4,,,0,1,1,0
4848,elastic drawcord, 2.5 mm elastic cord,,,,"bottom hem adjustment, hood",black,black,black,black,,,,,airblaster,AB17MJ1_050B,,,2,,,0,1,1,0
4849,elastic , 2.5 cm flat elastic ,,,,(2) cuffs,black,black,black,black,,,,,airblaster,AB17MJ1_050B,,,2,,,0,1,1,0
4850,main label,abwv_84 s.layer main label,,,,"inside c.b. neck, see q/a for placement",cream/black,cream/black,cream/black,cream/black,,,,,airblaster,AB17MJ1_050B,,,1,,,0,1,1,0
4851,size label,abwv_69 inside joke label,,,,sewn in and centered below main label,black/cream,black/cream,black/cream,black/cream,,,,,airblaster,AB17MJ1_050B,,,1,,,0,1,1,0
4852,w/c label,satin label with print,,,,"wearer's left side seam, 10 cm up from bottom edge",black,black,black,black,,,,,airblaster,AB17MJ1_050B,,,1,,,0,1,1,0
4853,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),,,,inside center back neck seam,black/cream,black/cream,black/cream,black/cream,,,,,airblaster,AB17MJ1_050B,,,1,,,0,1,1,0
4854,branding,abem_402 patagoinia font embroidery,,,,"left chest, see placement page for detail",dk grey 70021,gold m564,olive 70015,black,,,,,airblaster,AB17MJ1_050B,,,1,,,0,1,1,0
4855,woven label,nanotex woven label,,,,sewn in and centered underneath size label label,brown,brown,brown,brown,,,,,airblaster,AB17MJ1_050B,,,1,,,0,1,1,0
4856,hangtag,,,,,,,,,,,,,,airblaster,AB17MJ1_050B,,,1,,,0,1,1,0
4857,hangtag,,,,,,,,,,,,,,airblaster,AB17MJ1_050B,,,1,,,0,1,1,0
4858,polybag w/ warning matter,airpill logo print:  16 cm,,,,centered on poly bag,clear,clear,clear,clear,,,,,airblaster,AB17MJ1_050B,,,1,,,0,1,1,0
4859,country of origin sticker (supplied by your side),made in china sticker,,,,centered above upc sticker,,,,,,,,,airblaster,AB17MJ1_050B,,,1,,,0,1,1,0
4860,upc sticker (supplied by your side),sticker width 3.5 cm,,,,lookers right bottom corner,,,,,,,,,airblaster,AB17MJ1_050B,,,1,,,0,1,1,0
4861,shell fabric,sotp069-q03-ah 100% polyester tpu with wax coating (supplied by solis),,,,"main body, sleeves. hood",black wax,camel wax,soviet grey wax,,,,,,airblaster,AB17MJ1_102,,,,,,1,0,1,0
4862,shell fabric,sotp069-2l32-ae 100% polyester 80/20dwr tpu membrane (supplied by solis),,,,"main body, sleeves. hood",,,,willow,,,,,airblaster,AB17MJ1_102,,,,,,1,0,1,0
4863,shell fabric,sotp069-pr03-ae 100% polyester 80/20dwr tpu membrane (supplied by solis),,,,"main body, sleeves. hood",,,,,dirks critterflage,,,,airblaster,AB17MJ1_102,,,,,,1,0,1,0
4864,lining,emb07 taffeta emboss (supplied by ecoya),,,,"inside lining, pocket bag",black,black,black,black,old gold,,,,airblaster,AB17MJ1_102,,,,,,1,0,1,0
4865,pellon,heavyweight interfacing (item# tbd),,,,hood brim,white,white,white,white,white,,,,airblaster,AB17MJ1_102,,,,,,1,0,1,0
4866,zipper,"ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert)",,,,cf,black,camel 858,grey 014,willow 509,green 567,,,,airblaster,AB17MJ1_102,,,1,,,0,1,1,0
4867,zipper pull,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),,,,cf,black,black,black,black,old gold,,,,airblaster,AB17MJ1_102,,,1,,,0,1,1,0
4868,stoppers,barrel stopper k-018,,,,2) hood,black,old gold,black,black,old gold,,,,airblaster,AB17MJ1_102,,,2,,,0,1,1,0
4869,hardware,"metal eyelets, 12mm (incl. washers)",,,,(2) at hood opening,bi-08 dull dark pewter,bi-17 mid dark anti brass,bi-08 dull dark pewter,bi-08 dull dark pewter,bi-17 mid dark anti brass,,,,airblaster,AB17MJ1_102,,,2,,,0,1,1,0
4870,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)",,,," (6)c.f., (2) cuffs, (2) pockets",bi-08 dull dark pewter,bi-17 mid dark anti brass,bi-08 dull dark pewter,bi-08 dull dark pewter,bi-17 mid dark anti brass,,,,airblaster,AB17MJ1_102,,,10,,,0,1,1,0
4871,drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,,,,hood,black,old gold,black,black,old gold,,,,airblaster,AB17MJ1_102,,,1,,,0,1,1,0
4872,main label,abwv_84 s.layer main label,,,,"inside c.b. neck, see q/a for placement",cream/black,cream/black,cream/black,cream/black,cream/black,,,,airblaster,AB17MJ1_102,,,1,,,0,1,1,0
4873,size label,abwv_69 inside joke label,,,,sewn in and centered below main label,black/cream,black/cream,black/cream,black/cream,black/cream,,,,airblaster,AB17MJ1_102,,,1,,,0,1,1,0
4874,w/c label,satin label with print,,,,"wearer's left side seam, 10 cm up from bottom edge",black,black,black,black,black,,,,airblaster,AB17MJ1_102,,,1,,,0,1,1,0
4875,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),,,,inside center back neck seam,black/cream,black/cream,black/cream,black/cream,black/cream,,,,airblaster,AB17MJ1_102,,,1,,,0,1,1,0
4876,branding,abpa_82 leather terry patch,,,,"left back side seam, see placement page for detail",black/white,black/white,black/white,black/white,black/white,,,,airblaster,AB17MJ1_102,,,1,,,0,1,1,0
4877,hangtag,,,,,,,,,,,,,,airblaster,AB17MJ1_102,,,1,,,0,1,1,0
4878,hangtag,,,,,,,,,,,,,,airblaster,AB17MJ1_102,,,1,,,0,1,1,0
4879,polybag w/ warning matter,airpill logo print:  16 cm,,,,centered on poly bag,clear,clear,clear,clear,clear,,,,airblaster,AB17MJ1_102,,,1,,,0,1,1,0
4880,country of origin sticker (supplied by your side),made in china sticker,,,,centered above upc sticker,,,,,,,,,airblaster,AB17MJ1_102,,,1,,,0,1,1,0
4881,upc sticker (supplied by your side),sticker width 3.5 cm,,,,lookers right bottom corner,,,,,,,,,airblaster,AB17MJ1_102,,,1,,,0,1,1,0
4882,shell fabric,sotp069-q03-ah 100% polyester wax coating tpu membrane (supplied by solis),,,,"main body, pockets",black wax,camel wax,soviet grey wax,vintage blue wax,black wax,,,,airblaster,AB17MV1_015,,,,,,1,0,1,0
4883,lining,emb07 taffeta emboss (supplied by ecoya),,,,inside lining pocket bag,black,black,black,black,black,,,,airblaster,AB17MV1_015,,,,,,1,0,1,0
4884,other,rin knit,,,,collar,black,black,black,black,black,,,,airblaster,AB17MV1_015,,,,,,1,0,1,0
4885,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)",,,, (4)c.f.,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-17 mid dark anti brass,,,,airblaster,AB17MV1_015,,,4,,,0,1,1,0
4886,main label,abwv_84 s.layer main label,,,,"inside c.b. neck, see q/a for placement",cream/black,cream/black,cream/black,cream/black,cream/black,,,,airblaster,AB17MV1_015,,,1,,,0,1,1,0
4887,size label,abwv_69 inside joke label,,,,sewn in and centered below main label,black/cream,black/cream,black/cream,black/cream,black/cream,,,,airblaster,AB17MV1_015,,,1,,,0,1,1,0
4888,w/c label,satin label with print,,,,"wearer's left side seam, 10 cm up from bottom edge",black,black,black,black,black,,,,airblaster,AB17MV1_015,,,1,,,0,1,1,0
4889,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),,,,inside center back neck seam,black/cream,black/cream,black/cream,black/cream,black/cream,,,,airblaster,AB17MV1_015,,,1,,,0,1,1,0
4890,branding,see see patch,,,,"left chest, see placement page for detail",,,,,black/white,,,,airblaster,AB17MV1_015,,,1,,,0,1,1,0
4891,branding,abwv_76 glacier seam label,,,,"left pocket, see placement page for detail",black/cream,black/cream,black/cream,black/cream,black/cream,,,,airblaster,AB17MV1_015,,,1,,,0,1,1,0
4892,hangtag,,,,,,,,,,,,,,airblaster,AB17MV1_015,,,1,,,0,1,1,0
4893,hangtag,,,,,,,,,,,,,,airblaster,AB17MV1_015,,,1,,,0,1,1,0
4894,polybag w/ warning matter,airpill logo print:  16 cm,,,,centered on poly bag,clear,clear,clear,clear,clear,,,,airblaster,AB17MV1_015,,,1,,,0,1,1,0
4895,country of origin sticker (supplied by your side),made in china sticker,,,,centered above upc sticker,,,,,,,,,airblaster,AB17MV1_015,,,1,,,0,1,1,0
4896,upc sticker (supplied by your side),sticker width 3.5 cm,,,,lookers right bottom corner,,,,,,,,,airblaster,AB17MV1_015,,,1,,,0,1,1,0
4897,shell fabric,sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis),,,,"main body, sleeves, collar, pockets",,,,,,,,,airblaster,AB19MJ2_081-170223,,,,,,1,0,1,0
4898,shell fabric,sotp069-c1-h 100% polyester 10k/8k 15k/10k+2-layer +breathable coating+dwr (supplied by solis),,,,hood,,,,,,,,,airblaster,AB19MJ2_081-170223,,,,,,1,0,1,0
4899,lining,210t-e emb07 terry emboss taffeta (supplied by ecoya),,,,"inside lining, powder skirt, pocket bag",,,,,,,,,airblaster,AB19MJ2_081-170223,,,,,,1,0,1,0
4900,other , velvety tricot - soto048-1 (supplied by solis),,,,"comfort chin guard, inner front pocket bag panel",,,,,,,,,airblaster,AB19MJ2_081-170223,,,,,,1,0,1,0
4901,other,100% poly mesh - sotc025-1 (supplied by solis),,,,"vents, internal goggle pocket",,,,,,,,,airblaster,AB19MJ2_081-170223,,,,,,1,0,1,0
4902,other,nylon/elastic lycra - sono029-1 (supplied by solis),,,,"powder skirt, wrist gators",,,,,,,,,airblaster,AB19MJ2_081-170223,,,,,,1,0,1,0
4903,other,lycra binding tape,,,,internal mesh pocket opening,black,black,black,black,,,,,airblaster,AB19MJ2_081-170223,,,,,,0,1,1,0
4904,other,gripper elastic,,,,powder skirt,black,black,black,black,,,,,airblaster,AB19MJ2_081-170223,,,,,,0,1,1,0
4905,pellon,lightweight interfacing (item# tbd),,,,"inner storm flap, powder skirt closure flaps",white,white,white,white,,,,,airblaster,AB19MJ2_081-170223,,,,,,1,0,1,0
4906,pellon,heavyweight interfacing (item# tbd),,,,hood brim,white,white,white,white,,,,,airblaster,AB19MJ2_081-170223,,,,,,1,0,1,0
4907,zipper,"ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert)",,,,c.f.,,,,,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4908,zipper,ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down),,,,( 2) hand pockets,,,,,,,,,airblaster,AB19MJ2_081-170223,,,2,,,0,1,1,0
4909,zipper,"ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down)",,,, vents,,,,,,,,,airblaster,AB19MJ2_081-170223,,,2,,,0,1,1,0
4910,zipper,"ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up)",,,,1 internal pocket at w.'s inside left,,,,,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4911,zipper pull,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),,,,"(2) pockets, (1) c.f. (2) vents,  (1) inside pocket",,,,,,,,,airblaster,AB19MJ2_081-170223,,,6,,,0,1,1,0
4912,stoppers,round barrel stopper - k-018 ,,,,(2) hood,,,,,,,,,airblaster,AB19MJ2_081-170223,,,2,,,0,1,1,0
4913,stoppers,k343-2n push stoppers,,,,(2) bottom hem,,,,,,,,,airblaster,AB19MJ2_081-170223,,,2,,,0,1,1,0
4914,hand pulls,plastic hand pulls zp11 ,,,, (2) bottom hem,,,,,,,,,airblaster,AB19MJ2_081-170223,,,2,,,0,1,1,0
4915,webbing,"flat webbing tape, 8mm",,,, key clip attachment at inside wearer's right pocket,black,black,black,black,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4916,webbing,flat webbing tape 8mm width,,,, (2)stopper attachments loops at bottom hem,,,,,,,,,airblaster,AB19MJ2_081-170223,,,2,,,0,1,1,0
4917,hardware,"metal eyelets, 12mm (incl. washers)",,,,"(4) at hood opening,  (4) inside bottom hem",,,,,,,,,airblaster,AB19MJ2_081-170223,,,8,,,0,1,1,0
4918,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)",,,," (5) c.f., (2) cuffs, (1) snap tabs at inside bottom hem,  (2) at powder skirt",,,,,,,,,airblaster,AB19MJ2_081-170223,,,10,,,0,1,1,0
4919,hardware,male snap only (incl. washers),,,,(2) powder skirt (2) cuffs,,,,,,,,,airblaster,AB19MJ2_081-170223,,,4,,,0,1,1,0
4920, drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,,,,hood,,,,,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4921,elastic drawcord, 2.5 mm elastic cord,,,,bottom hem adjustment,,,,,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4922,key clip,plastic key clip attched with webbing loop,,,,inside wearers right pocket.,black,black,black,black,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4923,main label,,,,,"inside c.b. neck, see q/a for placement",,,,,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4924,size label,abwv_69v vietnam size label,,,,sewn in and centered below main label,,,,,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4925,w/c label,satin label with print,,,,"wearer's left side seam, 10 cm up from bottom edge",black,black,black,black,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4926,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),,,,inside center back neck seam,,,,,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4927,branding,abpa_22 workwear label,,,,"left chest, see art placement page for detail",,,,,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4928,hangtag,,,,,,,,,,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4929,hangtag,,,,,,,,,,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4930,polybag w/ warning matter,airpill logo print:  16 cm,,,,centered on poly bag,clear,clear,clear,clear,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4931,country of origin sticker (supplied by your side),made in china sticker,,,,centered above upc sticker,,,,,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4932,upc sticker (supplied by your side),sticker width 3.5 cm,,,,lookers right bottom corner,,,,,,,,,airblaster,AB19MJ2_081-170223,,,1,,,0,1,1,0
4933,shell fabric,sotp069-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),,,,"main body, sleeves, pockets, collar",black,,vintage blue,red dawn,,,,,airblaster,AB17MJ2_100,,,,,,1,0,1,0
4934,shell fabric,sotp069-pr03-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),,,,"main body, sleeves, pockets, collar",,wood duck critterflage,,,night jungle,,,,airblaster,AB17MJ2_100,,,,,,1,0,1,0
4935,lining,emb07 taffeta emboss (supplied by ecoya),,,,"inside lining, pocket bag",old gold,black,old gold,black,black,,,,airblaster,AB17MJ2_100,,,,,,1,0,1,0
4936,pellon,lightweight interfacing (item# tbd),,,,"collar, placket, cuffs",white,white,white,white,white,,,,airblaster,AB17MJ2_100,,,,,,1,0,1,0
4937,hardware,shirt buttons  17mm ,,,,(5) c.f,black,black,black,black,black,,,,airblaster,AB17MJ2_100,,,5,,,0,1,1,0
4938,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)",,,,(2) cuffs,bi-08 dull dark pewter,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-17 mid dark anti brass,,,,airblaster,AB17MJ2_100,,,2,,,0,1,1,0
4939,hardware,male snap only (incl. washers),,,,(2) cuffs,bi-08 dull dark pewter,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-17 mid dark anti brass,bi-17 mid dark anti brass,,,,airblaster,AB17MJ2_100,,,2,,,0,1,1,0
4940,main label,abwv_84 s.layer main label,,,,"inside c.b. neck, see q/a for placement",cream/black,cream/black,cream/black,cream/black,cream/black,,,,airblaster,AB17MJ2_100,,,1,,,0,1,1,0
4941,size label,abwv_69 inside joke label,,,,sewn in and centered below main label,black/cream,black/cream,black/cream,black/cream,black/cream,,,,airblaster,AB17MJ2_100,,,1,,,0,1,1,0
4942,w/c label,satin label with print,,,,"wearer's left side seam, 10 cm up from bottom edge",black,black,black,black,black,,,,airblaster,AB17MJ2_100,,,1,,,0,1,1,0
4943,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),,,,inside center back neck seam,black/cream,black/cream,black/cream,black/cream,black/cream,,,,airblaster,AB17MJ2_100,,,1,,,0,1,1,0
4944,branding,abwv_75  glacier seam label,,,,"left side seam, see placement page for detail",black/cream,black/cream,black/cream,black/cream,black/cream,,,,airblaster,AB17MJ2_100,,,1,,,0,1,1,0
4945,hangtag,,,,,,,,,,,,,,airblaster,AB17MJ2_100,,,1,,,0,1,1,0
4946,hangtag,,,,,,,,,,,,,,airblaster,AB17MJ2_100,,,1,,,0,1,1,0
4947,polybag w/ warning matter,airpill logo print:  16 cm,,,,centered on poly bag,clear,clear,clear,clear,clear,,,,airblaster,AB17MJ2_100,,,1,,,0,1,1,0
4948,country of origin sticker (supplied by your side),made in china sticker,,,,centered above upc sticker,,,,,,,,,airblaster,AB17MJ2_100,,,1,,,0,1,1,0
4949,upc sticker (supplied by your side),sticker width 3.5 cm,,,,lookers right bottom corner,,,,,,,,,airblaster,AB17MJ2_100,,,1,,,0,1,1,0
4950,shell fabric,sotp069-c1-h 100% polyester 10k/8k 15k/10k+2-layer +breathable coating+dwr (supplied by solis),,,,"upper body, sleeves, hood, top half of storm flap, pockets, back neck self fabric patch",black,navy,oxblood,mint julep,,,,,airblaster,AB18WJ1_091,,,,,,1,0,1,0
4951,shell fabric,sotp069-c1-h 100% polyester 10k/8k 15k/10k+2-layer +breathable coating+dwr (supplied by solis),,,,"lower body, lower half of storm flap",black,camel,oxide,mint julep,,,,,airblaster,AB18WJ1_091,,,,,,1,0,1,0
4952,lining,210t-e emb07 terry emboss taffeta (supplied by ecoya),,,,"inside lining, powder skirt, pocket bag",old gold,old gold,black,black,,,,,airblaster,AB18WJ1_091,,,,,,1,0,1,0
4953,other , velvety tricot - soto048-1 (supplied by solis),,,,"comfort chin guard, inner front pocket bag panel",old gold,old gold,black,black,,,,,airblaster,AB18WJ1_091,,,,,,1,0,1,0
